,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
4434,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0
4435,5.0,6.0,5.0,5.0,4.0,3.0,5.0,5.0
4436,6.0,7.0,5.0,8.0,5.0,7.0,6.0,7.0
4437,6.0,6.0,6.0,6.0,4.0,7.0,5.0,6.0
4438,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0
4439,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0
4440,6.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0
4441,4.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0
4442,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0
4443,6.0,5.0,6.0,4.0,8.0,5.0,5.0,5.0
4444,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0
4445,5.0,6.0,6.0,4.0,5.0,5.0,7.0,6.0
4446,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0
4447,4.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0
4448,7.0,7.0,6.0,6.0,4.0,7.0,7.0,8.0
4449,7.0,6.0,7.0,6.0,5.0,7.0,6.0,8.0
4450,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
4451,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
4452,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0
4453,6.0,5.0,6.0,6.0,6.0,3.0,4.0,6.0
4454,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0
4455,6.0,5.0,5.0,6.0,5.0,7.0,6.0,7.0
4456,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0
4457,4.0,4.0,5.0,7.0,5.0,4.0,6.0,5.0
4458,6.0,6.0,5.0,4.0,8.0,5.0,5.0,7.0
4459,5.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0
4460,4.0,4.0,4.0,6.0,4.0,6.0,5.0,5.0
4461,6.0,5.0,5.0,4.0,4.0,7.0,7.0,4.0
4462,3.0,3.0,3.0,5.0,7.0,3.0,6.0,5.0
4463,4.0,4.0,6.0,4.0,6.0,5.0,4.0,5.0
4464,6.0,5.0,5.0,4.0,7.0,5.0,6.0,4.0
4465,5.0,5.0,6.0,8.0,3.0,6.0,6.0,5.0
4466,4.0,4.0,5.0,6.0,4.0,4.0,5.0,5.0
4467,6.0,6.0,7.0,5.0,6.0,6.0,7.0,4.0
4468,7.0,7.0,5.0,6.0,4.0,7.0,8.0,6.0
4469,6.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0
4470,4.0,4.0,4.0,5.0,6.0,4.0,6.0,6.0
4471,5.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0
4472,7.0,8.0,6.0,7.0,4.0,7.0,7.0,6.0
4473,7.0,7.0,7.0,8.0,4.0,7.0,6.0,7.0
4474,3.0,5.0,4.0,7.0,4.0,5.0,7.0,6.0
4475,6.0,7.0,6.0,7.0,5.0,5.0,6.0,7.0
4476,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0
4477,5.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0
4478,6.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0
4479,6.0,5.0,5.0,7.0,5.0,5.0,4.0,4.0
4480,6.0,5.0,5.0,7.0,6.0,5.0,4.0,6.0
4481,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0
4482,5.0,6.0,5.0,7.0,4.0,6.0,6.0,6.0
4483,7.0,7.0,6.0,5.0,6.0,7.0,6.0,5.0
4484,7.0,7.0,6.0,6.0,4.0,6.0,6.0,5.0
4485,5.0,6.0,5.0,6.0,7.0,4.0,4.0,3.0
4486,6.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0
4487,6.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0
4488,4.0,4.0,4.0,3.0,7.0,4.0,5.0,5.0
4489,4.0,5.0,5.0,6.0,3.0,5.0,6.0,6.0
4490,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0
4491,5.0,6.0,4.0,6.0,4.0,5.0,5.0,7.0
4492,6.0,7.0,6.0,6.0,5.0,6.0,5.0,7.0
4493,6.0,5.0,6.0,3.0,7.0,4.0,5.0,5.0
4494,5.0,6.0,5.0,4.0,6.0,4.0,6.0,6.0
4495,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0
4496,5.0,5.0,5.0,5.0,7.0,5.0,5.0,4.0
4497,5.0,6.0,7.0,6.0,5.0,6.0,4.0,6.0
4498,4.0,6.0,4.0,4.0,5.0,3.0,5.0,5.0
4499,6.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0
4500,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0
4501,6.0,5.0,4.0,5.0,6.0,7.0,6.0,6.0
4502,5.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0
4503,6.0,4.0,4.0,6.0,7.0,3.0,6.0,6.0
4504,7.0,6.0,6.0,5.0,5.0,7.0,5.0,7.0
4505,4.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0
4506,5.0,4.0,5.0,7.0,5.0,6.0,4.0,6.0
4507,6.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0
4508,5.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0
4509,5.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0
4510,4.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0
4511,6.0,5.0,7.0,6.0,5.0,6.0,6.0,6.0
4512,7.0,7.0,7.0,5.0,7.0,6.0,6.0,3.0
4513,5.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0
4514,7.0,8.0,7.0,5.0,6.0,6.0,5.0,7.0
4515,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0
4516,8.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0
4517,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
4518,4.0,5.0,5.0,4.0,6.0,4.0,3.0,5.0
4519,4.0,4.0,4.0,5.0,6.0,5.0,5.0,7.0
4520,8.0,7.0,8.0,6.0,4.0,6.0,7.0,7.0
4521,5.0,5.0,5.0,6.0,3.0,5.0,6.0,4.0
4522,8.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0
4523,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0
4524,5.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0
4525,6.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0
4526,6.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0
4527,4.0,3.0,3.0,7.0,3.0,5.0,5.0,5.0
4528,5.0,6.0,6.0,5.0,8.0,6.0,6.0,5.0
4529,6.0,7.0,6.0,5.0,5.0,7.0,8.0,7.0
4530,6.0,5.0,5.0,7.0,4.0,7.0,6.0,6.0
4531,5.0,4.0,4.0,6.0,4.0,6.0,6.0,5.0
4532,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0
4533,5.0,7.0,5.0,6.0,5.0,5.0,4.0,6.0
4534,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0
4535,4.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0
4536,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0
4537,6.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0
4538,3.0,3.0,5.0,6.0,4.0,4.0,6.0,5.0
4539,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
4540,5.0,6.0,7.0,5.0,7.0,5.0,5.0,6.0
4541,8.0,7.0,6.0,6.0,5.0,7.0,7.0,7.0
4542,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0
4543,4.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0
4544,4.0,4.0,6.0,4.0,7.0,5.0,4.0,5.0
4545,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0
4546,5.0,5.0,6.0,6.0,7.0,4.0,4.0,4.0
4547,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0
4548,5.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0
4549,5.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0
4550,5.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0
4551,5.0,5.0,5.0,8.0,4.0,6.0,5.0,7.0
4552,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0
4553,4.0,3.0,3.0,4.0,6.0,5.0,4.0,6.0
4554,8.0,7.0,7.0,7.0,3.0,7.0,7.0,5.0
4555,5.0,4.0,4.0,3.0,7.0,5.0,5.0,5.0
4556,7.0,7.0,6.0,6.0,5.0,7.0,8.0,8.0
4557,6.0,6.0,5.0,5.0,7.0,4.0,5.0,7.0
4558,5.0,6.0,5.0,7.0,6.0,5.0,5.0,3.0
4559,5.0,5.0,6.0,7.0,5.0,7.0,6.0,6.0
4560,7.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0
4561,4.0,4.0,6.0,5.0,7.0,4.0,5.0,6.0
4562,5.0,5.0,5.0,7.0,5.0,5.0,6.0,3.0
4563,7.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0
4564,5.0,6.0,4.0,6.0,7.0,5.0,6.0,4.0
4565,6.0,7.0,7.0,5.0,5.0,4.0,4.0,6.0
4566,7.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0
4567,6.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0
4568,5.0,4.0,7.0,3.0,6.0,5.0,5.0,5.0
4569,6.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0
4570,5.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0
4571,5.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0
4572,5.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0
4573,5.0,5.0,5.0,7.0,4.0,5.0,5.0,6.0
4574,4.0,4.0,5.0,7.0,3.0,6.0,6.0,6.0
4575,5.0,3.0,6.0,7.0,7.0,5.0,6.0,7.0
4576,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0
4577,6.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0
4578,4.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0
4579,4.0,4.0,4.0,6.0,4.0,6.0,5.0,5.0
4580,7.0,7.0,6.0,5.0,6.0,5.0,6.0,6.0
4581,6.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0
4582,6.0,5.0,7.0,7.0,5.0,6.0,8.0,6.0
4583,6.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0
4584,7.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0
4585,5.0,5.0,5.0,6.0,4.0,6.0,7.0,6.0
4586,4.0,4.0,5.0,6.0,6.0,3.0,4.0,4.0
4587,5.0,4.0,5.0,7.0,6.0,5.0,7.0,7.0
4588,7.0,7.0,6.0,5.0,7.0,5.0,6.0,4.0
4589,6.0,6.0,5.0,7.0,4.0,6.0,6.0,7.0
4590,4.0,5.0,4.0,4.0,6.0,4.0,5.0,6.0
4591,5.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0
4592,6.0,6.0,6.0,7.0,4.0,6.0,6.0,6.0
4593,6.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0
4594,4.0,6.0,6.0,5.0,7.0,4.0,4.0,4.0
4595,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0
4596,5.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0
4597,5.0,5.0,6.0,8.0,4.0,6.0,6.0,6.0
4598,6.0,7.0,5.0,6.0,5.0,5.0,6.0,6.0
4599,4.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0
4600,5.0,5.0,5.0,7.0,4.0,7.0,5.0,6.0
4601,4.0,5.0,5.0,4.0,5.0,4.0,7.0,5.0
4602,7.0,6.0,7.0,7.0,5.0,7.0,6.0,7.0
4603,5.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0
4604,7.0,5.0,7.0,4.0,7.0,7.0,5.0,5.0
4605,3.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0
4606,7.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0
4607,5.0,6.0,6.0,3.0,7.0,6.0,4.0,4.0
4608,7.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0
4609,6.0,7.0,7.0,7.0,4.0,5.0,6.0,6.0
4610,4.0,4.0,5.0,7.0,4.0,6.0,5.0,5.0
4611,6.0,5.0,7.0,4.0,6.0,5.0,5.0,5.0
4612,3.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0
4613,6.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0
4614,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0
4615,5.0,6.0,5.0,4.0,7.0,4.0,5.0,5.0
4616,5.0,5.0,4.0,4.0,7.0,5.0,6.0,6.0
4617,5.0,4.0,6.0,8.0,5.0,5.0,6.0,6.0
4618,4.0,4.0,5.0,6.0,6.0,5.0,6.0,4.0
4619,5.0,6.0,5.0,4.0,4.0,7.0,7.0,7.0
4620,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0
4621,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0
4622,6.0,7.0,6.0,4.0,6.0,5.0,7.0,7.0
4623,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0
4624,6.0,6.0,7.0,5.0,5.0,6.0,7.0,6.0
4625,6.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0
4626,5.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0
4627,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0
4628,4.0,4.0,5.0,7.0,5.0,4.0,5.0,6.0
4629,6.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0
4630,6.0,6.0,5.0,7.0,4.0,7.0,7.0,4.0
4631,5.0,5.0,6.0,3.0,7.0,6.0,4.0,4.0
4632,6.0,5.0,6.0,6.0,8.0,4.0,4.0,3.0
4633,4.0,4.0,5.0,4.0,7.0,5.0,5.0,5.0
4634,6.0,5.0,7.0,7.0,4.0,7.0,7.0,8.0
4635,7.0,6.0,5.0,5.0,4.0,5.0,8.0,4.0
4636,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0
4637,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
4638,6.0,6.0,7.0,5.0,7.0,5.0,6.0,5.0
4639,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0
4640,7.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0
4641,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0
4642,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0
4643,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0
4644,7.0,6.0,5.0,4.0,5.0,5.0,7.0,5.0
4645,6.0,6.0,6.0,4.0,5.0,5.0,6.0,7.0
4646,6.0,6.0,6.0,5.0,6.0,8.0,5.0,7.0
4647,6.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0
4648,4.0,6.0,5.0,7.0,6.0,4.0,6.0,5.0
4649,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
4650,5.0,5.0,5.0,7.0,5.0,4.0,7.0,5.0
4651,5.0,5.0,3.0,6.0,5.0,4.0,4.0,5.0
4652,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0
4653,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0
4654,7.0,6.0,6.0,5.0,5.0,7.0,5.0,6.0
4655,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0
4656,5.0,4.0,5.0,7.0,3.0,7.0,6.0,6.0
4657,5.0,4.0,5.0,6.0,4.0,7.0,5.0,6.0
4658,6.0,6.0,6.0,6.0,6.0,6.0,8.0,3.0
4659,5.0,4.0,5.0,7.0,6.0,5.0,6.0,5.0
4660,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0
4661,6.0,6.0,6.0,7.0,4.0,7.0,6.0,5.0
4662,5.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0
4663,5.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0
4664,6.0,5.0,7.0,5.0,6.0,4.0,5.0,6.0
4665,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0
4666,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0
4667,5.0,6.0,6.0,5.0,5.0,5.0,4.0,7.0
4668,6.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0
4669,5.0,6.0,8.0,4.0,8.0,4.0,5.0,5.0
4670,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0
4671,6.0,5.0,5.0,7.0,4.0,5.0,6.0,7.0
4672,7.0,7.0,6.0,7.0,3.0,6.0,6.0,5.0
4673,5.0,6.0,5.0,6.0,7.0,4.0,5.0,4.0
4674,5.0,5.0,5.0,7.0,5.0,6.0,6.0,5.0
4675,5.0,4.0,4.0,5.0,7.0,4.0,5.0,6.0
4676,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0
4677,6.0,6.0,7.0,6.0,5.0,6.0,8.0,7.0
4678,7.0,6.0,5.0,5.0,4.0,6.0,8.0,7.0
4679,6.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0
4680,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0
4681,5.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0
4682,7.0,7.0,7.0,5.0,4.0,7.0,6.0,6.0
4683,4.0,4.0,5.0,5.0,6.0,5.0,4.0,7.0
4684,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0
4685,7.0,8.0,7.0,3.0,6.0,7.0,6.0,7.0
4686,5.0,5.0,5.0,5.0,6.0,7.0,5.0,7.0
4687,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
4688,6.0,5.0,6.0,4.0,8.0,4.0,4.0,4.0
4689,5.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0
4690,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0
4691,7.0,7.0,5.0,5.0,6.0,6.0,6.0,4.0
4692,4.0,6.0,6.0,6.0,7.0,5.0,7.0,5.0
4693,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0
4694,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0
4695,5.0,5.0,5.0,4.0,7.0,5.0,6.0,4.0
4696,3.0,3.0,3.0,7.0,4.0,5.0,5.0,5.0
4697,5.0,5.0,4.0,5.0,5.0,5.0,6.0,3.0
4698,6.0,7.0,5.0,5.0,5.0,7.0,6.0,5.0
4699,7.0,8.0,7.0,5.0,5.0,7.0,5.0,7.0
4700,4.0,4.0,5.0,4.0,6.0,3.0,5.0,6.0
4701,5.0,7.0,6.0,6.0,7.0,6.0,6.0,4.0
4702,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0
4703,7.0,7.0,7.0,5.0,7.0,6.0,6.0,5.0
4704,7.0,8.0,8.0,5.0,6.0,6.0,6.0,8.0
4705,3.0,3.0,4.0,7.0,6.0,6.0,4.0,7.0
4706,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0
4707,5.0,5.0,7.0,3.0,8.0,4.0,3.0,6.0
4708,5.0,5.0,6.0,6.0,5.0,5.0,7.0,5.0
4709,7.0,6.0,8.0,4.0,6.0,5.0,6.0,5.0
4710,5.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0
4711,8.0,6.0,6.0,7.0,5.0,7.0,8.0,5.0
4712,5.0,5.0,5.0,5.0,7.0,5.0,4.0,5.0
4713,5.0,6.0,6.0,7.0,5.0,6.0,5.0,4.0
4714,4.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0
4715,5.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0
4716,4.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0
4717,4.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0
4718,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0
4719,7.0,6.0,7.0,4.0,7.0,5.0,6.0,5.0
4720,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
4721,8.0,8.0,7.0,5.0,7.0,6.0,6.0,6.0
4722,4.0,4.0,4.0,6.0,5.0,6.0,5.0,7.0
4723,6.0,5.0,5.0,4.0,6.0,6.0,4.0,6.0
4724,6.0,6.0,5.0,6.0,5.0,7.0,6.0,8.0
4725,5.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0
4726,7.0,6.0,7.0,6.0,7.0,6.0,5.0,5.0
4727,7.0,7.0,7.0,4.0,6.0,6.0,7.0,6.0
4728,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0
4729,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0
4730,7.0,6.0,6.0,3.0,7.0,6.0,5.0,7.0
4731,5.0,5.0,5.0,6.0,5.0,7.0,4.0,6.0
4732,4.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0
4733,4.0,6.0,5.0,7.0,5.0,6.0,6.0,5.0
4734,7.0,6.0,7.0,5.0,4.0,7.0,6.0,8.0
4735,7.0,7.0,8.0,7.0,4.0,8.0,7.0,7.0
4736,4.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0
4737,5.0,6.0,7.0,6.0,6.0,3.0,6.0,5.0
4738,6.0,6.0,6.0,5.0,4.0,7.0,6.0,6.0
4739,4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0
4740,7.0,7.0,7.0,5.0,6.0,5.0,6.0,8.0
4741,6.0,5.0,3.0,6.0,7.0,5.0,5.0,3.0
4742,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0
4743,6.0,6.0,6.0,4.0,7.0,6.0,5.0,5.0
4744,5.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0
4745,4.0,4.0,4.0,7.0,4.0,7.0,7.0,5.0
4746,7.0,8.0,8.0,3.0,6.0,5.0,5.0,6.0
4747,5.0,4.0,5.0,5.0,6.0,4.0,3.0,5.0
4748,7.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0
4749,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
4750,7.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0
4751,4.0,5.0,6.0,6.0,7.0,5.0,6.0,4.0
4752,7.0,5.0,7.0,5.0,7.0,4.0,5.0,6.0
4753,4.0,5.0,7.0,4.0,6.0,6.0,5.0,4.0
4754,5.0,5.0,6.0,7.0,2.0,6.0,6.0,6.0
4755,6.0,5.0,6.0,5.0,7.0,5.0,6.0,5.0
4756,4.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0
4757,6.0,6.0,5.0,4.0,7.0,5.0,5.0,4.0
4758,7.0,7.0,7.0,4.0,7.0,5.0,6.0,6.0
4759,7.0,7.0,6.0,4.0,7.0,5.0,6.0,6.0
4760,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0
4761,6.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0
4762,6.0,7.0,4.0,7.0,4.0,6.0,4.0,6.0
4763,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
4764,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0
4765,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0
4766,5.0,4.0,6.0,7.0,5.0,7.0,6.0,6.0
4767,6.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0
4768,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0
4769,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0
4770,5.0,5.0,5.0,6.0,7.0,4.0,5.0,5.0
4771,5.0,5.0,4.0,8.0,5.0,6.0,5.0,6.0
4772,7.0,7.0,6.0,6.0,5.0,5.0,5.0,7.0
4773,4.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0
4774,4.0,5.0,4.0,5.0,6.0,4.0,3.0,4.0
4775,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0
4776,5.0,4.0,4.0,2.0,8.0,3.0,3.0,4.0
4777,5.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0
4778,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0
4779,6.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0
4780,5.0,4.0,5.0,4.0,7.0,5.0,6.0,6.0
4781,7.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0
4782,4.0,3.0,3.0,6.0,4.0,5.0,6.0,5.0
4783,7.0,6.0,5.0,6.0,7.0,6.0,4.0,6.0
4784,6.0,7.0,5.0,4.0,6.0,6.0,7.0,6.0
4785,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0
4786,6.0,8.0,6.0,6.0,4.0,7.0,5.0,6.0
4787,6.0,5.0,5.0,6.0,3.0,7.0,5.0,6.0
4788,5.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0
4789,5.0,5.0,4.0,7.0,4.0,6.0,5.0,6.0
4790,6.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0
4791,6.0,6.0,6.0,8.0,3.0,7.0,7.0,7.0
4792,5.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0
4793,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0
4794,6.0,6.0,6.0,7.0,4.0,6.0,5.0,4.0
4795,8.0,7.0,8.0,6.0,5.0,7.0,7.0,7.0
4796,7.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0
4797,7.0,7.0,7.0,6.0,5.0,5.0,7.0,6.0
4798,6.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0
4799,4.0,4.0,3.0,7.0,3.0,6.0,6.0,7.0
4800,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0
4801,5.0,5.0,6.0,5.0,7.0,5.0,6.0,5.0
4802,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0
4803,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0
4804,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0
4805,6.0,7.0,7.0,5.0,4.0,5.0,7.0,7.0
4806,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0
4807,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0
4808,4.0,4.0,5.0,6.0,7.0,2.0,3.0,5.0
4809,6.0,7.0,7.0,5.0,7.0,6.0,4.0,5.0
4810,5.0,5.0,5.0,4.0,6.0,5.0,4.0,3.0
4811,7.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0
4812,6.0,6.0,6.0,3.0,6.0,5.0,5.0,4.0
4813,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
4814,7.0,7.0,7.0,6.0,4.0,6.0,8.0,7.0
4815,4.0,5.0,5.0,5.0,6.0,4.0,7.0,4.0
4816,3.0,4.0,5.0,6.0,6.0,4.0,4.0,6.0
4817,4.0,5.0,4.0,5.0,6.0,3.0,3.0,5.0
4818,5.0,6.0,7.0,5.0,4.0,6.0,7.0,7.0
4819,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0
4820,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0
4821,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
4822,5.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0
4823,7.0,8.0,8.0,6.0,5.0,8.0,7.0,6.0
4824,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0
4825,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0
4826,4.0,5.0,3.0,4.0,7.0,4.0,5.0,5.0
4827,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0
4828,6.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0
4829,5.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0
4830,6.0,6.0,5.0,5.0,5.0,7.0,7.0,8.0
4831,7.0,6.0,6.0,6.0,4.0,7.0,6.0,7.0
4832,4.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0
